mandt,id,prodId,pgId,sizeUOM,height,depth,width,price,taxrate,toPriceCurrency_code,description
001,8b2a0ad1-7898-4e32-8c47-b05ce14ecdff,eu,4,%,52,48,15,611.71,24.56,EUR,Morbi non quam nec dui luctus rutrum.
001,f30c4a16-2760-428e-8ee8-7520c0173aa6,porttitor,1,APL,60,44,36,615.78,30.32,CNY,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue."
001,b3373ac8-a4e3-4917-8de1-522ba3d2e12f,turpis,4,AUS,99,84,90,133.3,25.55,BRL,Vivamus vel nulla eget eros elementum pellentesque.
001,058fac78-61db-45dd-b79e-85364b696ca8,nullam,6,API,53,31,48,879.15,34.62,THB,Proin at turpis a pede posuere nonummy.
001,d89a6c2c-4171-42f4-9ab1-f87273428b49,odio,1,AUS,28,78,13,924.26,35.14,PEN,Integer ac neque.
001,b0260260-8d0b-4174-9214-f82089cf0960,sed,1,ADV,98,89,45,505.98,11.43,LAK,Integer a nibh.
001,cde9fb7f-32e5-4796-be3a-4e7ef2071f20,ridiculus,3,DY,56,60,21,367.78,26.39,IDR,Phasellus sit amet erat.
001,84269071-7832-4c3f-9100-4ae5c8a5ac4a,vestibulum,2,APL,100,84,27,772.19,12.34,PLN,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue."
001,302b2766-e1e2-4eaa-9228-cbe79ea58f42,semper,5,%NT,42,87,61,289.78,9.44,CNY,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl."
001,d369c3af-bf02-4e03-ba2a-a582b30218aa,ipsum,3,%NT,26,12,50,560.06,25.43,CNY,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede."
001,77d669fa-f97c-460e-86f3-fee3fc8c943e,a,3,%,33,72,13,621.83,13.47,PLN,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo."
001,e5735a3a-6264-4280-bab2-8765abf0598d,elementum,2,AUS,29,9,41,188.3,31.24,PLN,Morbi vel lectus in quam fringilla rhoncus.
001,827a8311-2bcd-4593-8586-1569fce0ad26,felis,6,AUS,90,43,90,110.17,25.19,CNY,Cras pellentesque volutpat dui.
001,fc07778a-7498-4af8-a987-39eda4f42923,aliquam,7,API,10,32,38,706.38,7.31,EUR,Quisque ut erat.
001,5cbccdbf-be55-4b1f-9a5a-c7429b741b54,a,3,ADV,19,51,10,543.27,37.13,RUB,Aliquam erat volutpat.
001,07a4d461-fd95-4591-a686-543acbb87313,pretium,2,ADV,36,75,98,297.74,28.93,ZAR,Praesent lectus.
001,cf74e21b-7c5c-4088-a05c-abd40a8a67c6,libero,1,DY,34,6,29,459.34,14.72,RUB,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem."
001,e2bcaf99-0412-412d-aad4-26537bb0df4a,orci,2,%NT,26,72,1,874.9,24.06,CNY,Sed accumsan felis.
001,0e359a94-2b2a-4eb9-ad3f-87e702c6ecef,magna,3,ADV,18,58,26,255.86,29.68,BRL,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl."
001,2df9be60-23ea-4d19-a649-37a68a175b4e,cras,4,API,14,43,90,539.12,19.24,DOP,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros."
001,21e521b9-cad6-4520-a0c2-b073193c3b64,sit,7,AUS,98,87,60,856.23,18.97,SEK,Aenean auctor gravida sem.
001,53ff0df5-907c-4be5-88ae-9fada3f0e78d,ornare,6,AUS,83,1,89,547.98,7.34,CNY,Praesent id massa id nisl venenatis lacinia.
001,d6aa6db4-91be-4370-b510-fa17a099e0c8,luctus,3,%NT,29,89,89,914.62,14.05,CNY,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem."
001,dded91a3-a7e4-471a-b505-8aa1d2be3e80,et,6,AUS,90,100,4,142.82,10.99,CNY,Curabitur in libero ut massa volutpat convallis.
001,f70fd5f2-e948-40e1-91ce-cc3d411f46f8,fusce,6,API,75,9,14,850.1,9.46,EUR,Etiam pretium iaculis justo.
001,e0cd4b1b-d1a1-441d-aaf8-ad56a2a508ff,eu,2,DY,25,75,65,77.5,12.71,PLN,Fusce posuere felis sed lacus.
001,a75a9b92-fb43-4ce4-8b87-22b82fb9a519,vitae,1,AUS,90,61,56,297.44,4.96,IDR,Praesent id massa id nisl venenatis lacinia.
001,5a1710cf-c32a-40aa-881f-93840931a327,mus,1,%NT,69,14,38,121.98,36.77,CNY,Morbi vel lectus in quam fringilla rhoncus.
001,227fa5d1-e626-459f-b6f3-1560f6f032f7,nam,5,APL,79,36,82,306.64,1.23,CNY,Vestibulum ac est lacinia nisi venenatis tristique.
001,2529a628-04f9-4dae-92f2-a7e99382fa14,duis,4,DY,62,65,17,64.3,9.59,CAD,Aliquam quis turpis eget elit sodales scelerisque.
001,a8587ece-4ea1-48c1-ae3c-3d6bdfd8a4a3,curae,3,API,11,89,80,69.24,30.47,CUP,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla."
001,88767cbf-6141-4097-a410-6162343b5005,a,2,%,89,1,100,621.35,9.98,EUR,Proin eu mi.
001,a9c2ad81-7b57-4910-9734-ef90e63c78a9,cubilia,4,%,58,25,58,47.62,6.36,SEK,Morbi vel lectus in quam fringilla rhoncus.
001,b9ca1d8c-cb7b-4f69-82d3-fcd33c92d5c0,pellentesque,4,API,56,20,56,943.56,1.18,USD,Aenean auctor gravida sem.
001,cd16d14e-5c3f-4b66-9276-e8609bf413c3,at,2,API,50,99,92,171.8,39.14,ETB,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla."
001,bf679f7e-ed1d-4e9a-a420-3cbdd5ee779e,sapien,4,DY,88,88,17,882.81,23.2,EUR,Donec dapibus.
001,76823ba8-0063-446e-b6f6-3f080749d2ab,pulvinar,3,%NT,67,3,66,491.69,6.95,MAD,Integer ac neque.
001,4f353a85-a239-4c7a-a72f-4a6ee2ed18ea,in,2,AUS,43,30,33,805.1,15.66,IDR,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo."
001,74f4f2aa-d4ff-448a-bd00-faee4524a7aa,auctor,2,APL,20,28,20,393.5,13.44,CNY,Pellentesque viverra pede ac diam.
001,ad6a131e-3502-4c23-bbd3-32abb03cf0c9,gravida,6,APL,70,81,94,339.26,9.56,UAH,"In est risus, auctor sed, tristique in, tempus sit amet, sem."
001,f430ce86-06d8-4054-b8c0-6d8b81350808,diam,3,DY,65,95,13,527.42,36.79,VND,Nullam sit amet turpis elementum ligula vehicula consequat.
001,69b2746a-157b-4a0e-98a0-693c7fcd0f93,eget,7,APL,81,57,14,881.6,24.77,RWF,Cras in purus eu magna vulputate luctus.
001,488c202a-0f19-4921-978c-27e293b1f4b1,vestibulum,2,%NT,91,62,57,647.39,35.45,EUR,In hac habitasse platea dictumst.
001,659ae442-bb60-416b-9e48-22b13ab6db57,sem,7,ADV,19,76,24,103.95,34.46,EUR,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi."
001,89f49242-216f-4d63-928f-cf4549c297d9,arcu,1,APL,64,15,10,457.24,17.03,CNY,Integer tincidunt ante vel ipsum.
001,860d79e8-38d9-4edf-b3b2-c9d294914979,mi,3,%,62,48,11,956.17,34.39,EUR,Donec ut dolor.
001,fa4df250-6c78-4e7c-9793-a05dd6d1b6e1,sit,4,API,31,40,66,200.29,39.2,CUP,Nulla mollis molestie lorem.
001,1322a28b-f3b6-4fb4-85ca-1fa2480ede9e,blandit,7,%,84,72,46,395.83,15.73,CNY,Nunc nisl.
001,542a25f6-626d-45c6-b2bb-0278afca947f,vestibulum,5,%,66,3,5,21.19,9.95,THB,Aenean auctor gravida sem.
001,fd08009a-4247-42c8-bdb2-099578136cc4,aliquet,2,AUS,61,1,41,430.98,23.48,EUR,Cras pellentesque volutpat dui.
001,64b7b276-1aa0-4175-8ecf-28728d9cbb5c,nullam,6,ADV,53,46,76,814.96,17.31,EUR,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh."
001,c4c80b07-366b-4ff0-8b06-fe55f9d4b454,varius,7,AUS,21,16,79,823.01,29.25,KRW,Duis bibendum.
001,981da1d7-938e-48c7-96d0-4c4d8c4b73ce,aliquam,1,AUS,2,8,67,759.23,9.08,THB,Duis aliquam convallis nunc.
001,f34a6058-6e8a-4c7b-82cc-8fc94d432649,in,2,AUS,18,37,63,796.81,8.14,CNY,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
001,dd05c762-b70a-4e95-a157-a61518566a3a,condimentum,3,ADV,37,73,18,750.95,4.51,CDF,Quisque porta volutpat erat.
001,a5446c7a-51b4-440d-af25-e9e0715e73b7,at,1,API,56,35,37,611.69,25.54,CNY,Nulla tempus.
001,12f4cb7d-912a-4574-b2b0-e2dd48e4c37a,ante,2,%,95,15,20,414.41,11.64,CNY,In congue.
001,c81cdb2d-342b-4cdc-93e9-c9b4c7acbe1b,lobortis,3,AUS,67,77,45,681.12,20.92,CNY,Sed ante.
001,8a0405df-59a5-4a98-bf8d-f506401a10f2,nonummy,2,APL,26,30,27,66.18,4.05,CNY,Integer a nibh.
001,fc67a27c-5c29-4972-bfd3-f286125c34b9,augue,5,%,89,5,80,420.22,12.58,CNY,In hac habitasse platea dictumst.
001,39ca799c-57ea-4171-921d-bec4bfc07a7c,consequat,4,AUS,19,80,8,723.32,21.01,CNY,Mauris ullamcorper purus sit amet nulla.
001,f250a486-ec06-45e6-b4ae-b2a7ebfd9662,feugiat,5,%NT,13,83,37,419.87,12.8,PLN,Proin risus.
001,734e0d98-a377-44c3-8973-6afe0a01ef7e,semper,5,APL,43,25,77,161.03,21.53,CNY,Suspendisse potenti.
001,d0d428f6-5c97-49c8-91b4-165b2cc3b8e0,pellentesque,2,%NT,78,46,60,361.18,5.04,PEN,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede."
001,dbb5bfb0-5ba0-4b1d-9f4f-d1eb7545fbfd,aliquet,5,%NT,94,20,39,416.57,12.44,PHP,Ut at dolor quis odio consequat varius.
001,c8668f20-4dea-4146-a874-8eeccaf15b4e,ante,1,AUS,1,58,32,301.34,7.64,CNY,Duis mattis egestas metus.
001,b65c4cd2-ce06-44b2-afaa-24656f2d9ed4,elementum,7,AUS,21,52,98,208.84,31.39,BOB,Nulla suscipit ligula in lacus.
001,093a5573-61ec-4bf1-a685-14e189e2f42d,diam,6,%,76,76,82,491.17,20.62,CNY,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit."
001,d1486fb8-7abb-4ab4-a0df-568e4f6aa198,lacinia,6,APL,52,100,57,289.98,28.06,RUB,Aenean auctor gravida sem.
001,d3d8c3e0-68cd-42bd-821e-982a67c9d753,luctus,6,%NT,91,64,26,32.89,12.96,PEN,Integer ac leo.
001,c0b3599c-a702-4990-8a1f-621ed580f781,hendrerit,4,%NT,26,67,17,850.16,22.11,VND,Duis at velit eu est congue elementum.
001,6c663631-2aff-45a3-b8ae-351125269182,diam,1,ADV,33,93,10,475.88,32.69,IDR,Etiam faucibus cursus urna.
001,a3294aa1-d0f2-4322-8b60-b7c1b99b766b,venenatis,6,%NT,85,36,59,828.38,22.39,VND,Nulla nisl.
001,c20d09a1-f2b5-4b7d-a594-43eef71773c4,nulla,2,APL,88,70,85,56.19,14.15,PHP,Duis mattis egestas metus.
001,b6d20164-4fae-43e0-ae8c-f34c10133d98,massa,4,%,35,86,72,207.51,12.72,CNY,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl."
001,8e727458-01ae-4b84-a2c4-5bd90c725a5b,eu,4,%,54,40,36,129.06,18.36,MXN,Morbi non quam nec dui luctus rutrum.
001,922f7f25-f738-40b3-a314-48377fc8eefe,nulla,1,API,21,21,8,377.9,19.78,KZT,Nullam varius.
001,4f354d7b-322e-41cb-b1c8-7084aefc5020,neque,5,API,44,97,16,838.61,27.95,THB,Nullam porttitor lacus at turpis.
001,d86fe931-1cb3-4061-9123-36a56e7891f5,congue,6,AUS,8,74,27,368.22,32.22,BRL,"In est risus, auctor sed, tristique in, tempus sit amet, sem."
001,3e877cde-b70b-464a-95e1-fcfa56813610,vivamus,4,%,73,85,75,341.17,5.46,PLN,Praesent blandit lacinia erat.
001,1b0f6ae6-e81b-44f4-81fb-04fa0b4c25c2,sodales,1,APL,93,88,71,987.42,38.78,VEF,Suspendisse accumsan tortor quis turpis.
001,7b27865a-a05c-4751-9db4-b7fa6d157a89,amet,5,DY,14,45,19,96.33,9.51,PLN,In hac habitasse platea dictumst.
001,78a6ddd6-a45b-40af-924f-01c373b3baa2,mauris,4,%NT,10,55,28,723.02,15.29,EUR,Nulla nisl.
001,38753dc8-2fbf-4b4f-9f9e-250c84ddf048,adipiscing,6,APL,7,37,96,419.63,27.03,CNY,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante."
001,229129cf-54f3-4e0c-b7c7-7f30d1c52115,eros,3,%NT,36,28,42,130.99,22.25,HNL,Donec dapibus.
001,df4baab1-8eed-4ed2-8dc5-efaa5f949147,ligula,7,%,90,98,9,416.12,12.34,IDR,Morbi porttitor lorem id ligula.
001,6bf5883a-20b2-4e88-b0c3-10fbf1edeaaa,est,2,DY,98,42,40,671.53,4.31,DOP,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa."
001,25d48d9a-4e6b-4154-b44f-259908cb03a3,volutpat,7,%NT,78,88,21,363.43,13.33,CNY,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue."
001,3c6d3b1b-94d4-4129-8db2-615602590c00,consectetuer,2,API,62,20,59,206.79,25.59,CNY,Vestibulum rutrum rutrum neque.
001,7b3c0956-e95c-4abd-9d5d-133380affa9e,morbi,7,APL,68,76,64,494.12,8.58,THB,Nulla nisl.
001,7467352c-9def-4601-9ac0-223beb741a5e,maecenas,3,%NT,15,9,87,526.88,25.02,CZK,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo."
001,8c0f1db7-adf4-43c3-a253-88d998b97e70,dapibus,3,ADV,33,13,35,871.26,13.42,CNY,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl."
001,4eb6661d-6a16-44ed-9790-7a524047a0c8,posuere,3,AUS,31,24,40,510.69,34.89,PLN,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit."
001,48ec2c4d-81fc-45ed-a5c4-79e9ea86874b,curae,2,%,53,38,98,247.24,10.86,RUB,Integer ac neque.
001,c65e46a8-b2ef-4151-a07c-06e0667a37ed,consectetuer,7,APL,98,43,66,236.22,32.0,RSD,In blandit ultrices enim.
001,944da413-509c-46ec-b864-bcb792faf8e3,vel,6,APL,51,48,8,242.19,31.68,BRL,In eleifend quam a odio.
001,045d782c-5bd8-4587-8f71-9f09a067cb4f,cum,6,APL,12,61,31,41.06,26.83,USD,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl."
001,409fbc09-6d12-4722-89cd-4e38284695d9,non,2,DY,15,94,49,274.11,29.9,PLN,Etiam faucibus cursus urna.
001,30e6b9ff-7906-49f2-80c5-a4cab49b29b4,vestibulum,1,%,18,7,52,408.13,35.27,GHS,Integer a nibh.
001,2dc0fd64-2f5f-45c6-ba64-f3ada617460c,at,1,ADV,1,89,25,553.53,19.59,CDF,Integer ac neque.
001,4c2ffaa7-1710-4de3-8d93-f01f18038b5c,vel,3,DY,79,40,35,807.9,2.61,CNY,Curabitur gravida nisi at nibh.
001,b216617e-0a57-43e0-b3cd-ed66a52318a4,quam,1,AUS,29,32,84,614.16,6.61,IDR,Donec ut dolor.
001,ee6696d2-19b0-4f0b-95b9-8332ab09917f,odio,5,APL,56,34,76,918.34,10.17,CNY,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla."
001,724e2475-7c34-4dbe-a53e-59b16e9abbe0,nisl,3,API,77,92,77,838.29,4.79,ARS,Integer non velit.
001,e84d35e4-872d-468b-86c5-355bafeb335e,amet,3,%,72,81,88,907.69,36.26,CNY,Cras non velit nec nisi vulputate nonummy.
001,34364750-d05f-4654-9d01-d9380562e10a,vulputate,7,APL,55,63,71,853.41,15.35,CNY,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem."
001,91d2622f-1d66-470b-8dea-e2cba41d18c9,duis,2,API,46,46,50,767.29,23.54,CNY,Quisque id justo sit amet sapien dignissim vestibulum.
001,b8bb2812-dd60-45f9-be01-bc1f11ee54c8,vestibulum,6,DY,49,63,61,223.62,20.57,IRR,In sagittis dui vel nisl.
001,86426828-a6eb-4ced-8764-5e703180b94f,in,3,APL,57,82,97,5.53,17.14,EUR,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem."
001,d4130818-f90c-4639-8c82-eb560a187d43,sem,2,ADV,33,88,75,561.78,19.58,ALL,Integer ac leo.
001,23b6703d-1e96-4f1c-b9b1-eb485d983753,mauris,2,API,81,25,20,545.37,19.92,PHP,Donec dapibus.
001,0f32ceae-2014-45a0-a52f-e994132594d6,lobortis,3,%NT,71,100,94,418.12,18.66,XAF,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede."
001,85759456-db02-4f58-8c88-865f130849f2,congue,3,%NT,14,69,80,355.38,29.31,RUB,In blandit ultrices enim.
001,769be789-ecfe-439b-92ec-f7751380361d,quisque,2,APL,79,85,32,815.74,26.35,BRL,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo."
001,e1ee1ad6-7a4b-4b9e-a742-c76bf842a0a6,condimentum,6,APL,50,8,16,20.12,36.79,EUR,Nulla suscipit ligula in lacus.
001,b19b1bac-6c09-4c22-af02-ebbff401ea0e,lorem,6,APL,39,28,71,684.7,32.23,SEK,Pellentesque eget nunc.
001,11fa417a-d430-45c3-afbd-b219a018837e,rutrum,7,API,29,100,95,16.96,4.92,ARS,Nulla suscipit ligula in lacus.
001,4dafe821-cc6d-4902-a8ce-4ca5e141c694,eget,5,%,47,62,43,401.87,8.19,CAD,In hac habitasse platea dictumst.
001,875e72d5-af12-4c26-8e07-1311c7124d58,eu,2,ADV,57,18,68,856.92,32.88,CNY,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla."
001,f5f92a59-6810-4d6a-9f55-0444bc47c0af,quisque,7,APL,92,67,29,762.44,4.66,HUF,Aliquam non mauris.
001,8fc92773-96ed-4e20-b03b-74588ffecf55,rutrum,6,APL,49,72,10,809.55,24.6,CNY,Nulla ut erat id mauris vulputate elementum.
001,67bba8d8-66c8-4559-bc68-7b9077d9876d,cubilia,1,%,66,62,10,387.63,22.06,CNY,Donec dapibus.
001,be82c2d7-ea58-4227-aa86-3f799414ccd4,vitae,4,ADV,23,83,96,374.82,36.78,BSD,Praesent lectus.
001,a0d5a31c-bb7a-426f-8d9a-46cd1182e3b1,tincidunt,4,DY,40,19,36,343.1,11.17,RUB,Donec vitae nisi.
001,c4b2f315-0ffe-4ac6-8488-10d01ae0a370,pede,5,AUS,81,47,27,164.37,2.16,PHP,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo."
001,ae84a92c-7a87-4ca3-83bd-b44a68ab88b3,pellentesque,3,%,54,79,15,754.33,18.58,IDR,Nullam varius.
001,8804fb85-10b6-417b-9be8-c5fabce9effb,pretium,5,DY,16,60,34,618.55,16.5,CNY,In eleifend quam a odio.
001,fe8abcc0-86b6-41a4-8443-e2db72c6865f,ut,3,AUS,67,10,35,445.63,15.26,CNY,Vivamus in felis eu sapien cursus vestibulum.
001,80ec4663-e3cd-4f6a-b3f4-ab0bac959a24,aliquam,2,API,80,10,38,318.11,35.44,IDR,Maecenas ut massa quis augue luctus tincidunt.
001,79433ec3-3a34-4af5-8940-6ed908513d5b,morbi,3,API,60,58,41,200.88,29.05,CNY,Donec quis orci eget orci vehicula condimentum.
001,02d0f737-736d-49ea-aed9-36546b904001,in,4,%NT,39,75,21,934.11,37.09,BRL,Aliquam erat volutpat.
001,42aa8940-b299-487d-a2e5-1bcd8c7b9c33,nunc,6,%NT,84,20,4,246.35,11.81,ALL,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante."
001,2a9a00c2-0afa-433e-9fc2-d6dcdf8f2c92,semper,2,ADV,44,86,61,740.22,15.29,CRC,Aenean lectus.
001,7648b94c-69bf-457f-8e0d-6c904e6fbb16,elit,5,DY,59,89,69,397.74,31.34,XAF,"In est risus, auctor sed, tristique in, tempus sit amet, sem."
001,19443417-0b47-4763-8692-110a1abe0516,orci,1,DY,96,55,96,447.13,18.77,CNY,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus."
001,86f406c9-8a6e-4210-be3d-741ca2dabb0e,tortor,4,%,94,3,80,800.9,36.95,ZAR,Donec quis orci eget orci vehicula condimentum.
001,0818f401-30fd-4593-8a49-b83cb968a3fd,in,3,API,36,18,12,492.55,25.3,EUR,Proin eu mi.
001,a271b2d1-8f10-4695-a221-6583abf95898,duis,7,%NT,35,6,24,45.03,12.47,JPY,Nulla suscipit ligula in lacus.
001,071bcc79-9625-44e1-bc44-da8c1ce56243,massa,7,AUS,78,75,35,947.01,14.55,GTQ,Etiam justo.
001,50a86157-7049-4008-a827-4fb28b3d9395,nibh,5,ADV,47,36,23,228.11,27.38,JPY,Praesent id massa id nisl venenatis lacinia.
001,925bde23-443c-4032-ab62-788927cfe7e1,auctor,6,APL,20,88,15,336.05,25.8,EUR,In blandit ultrices enim.
001,af06a772-82a3-4164-9826-eb8204757719,id,5,%,62,29,62,880.68,34.36,EUR,Duis ac nibh.
001,8c214ecf-2e20-4a2b-b43c-aa105ad5f090,vestibulum,1,AUS,87,62,68,480.69,21.99,SDG,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo."
001,e2e6bf5d-8bc9-4edf-8172-d73d225da216,diam,6,AUS,20,42,45,739.27,17.57,LSL,Nullam molestie nibh in lectus.
001,c88995d5-f9ff-461a-9427-eae522c6316b,nam,7,%NT,61,43,63,249.23,3.75,IQD,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis."
001,6dcf5c99-49e0-40c4-97fe-a206cca416d1,in,1,APL,64,40,55,135.75,23.8,EUR,Donec ut dolor.
001,a0e0cb1f-58b0-4395-ab87-7ef257049def,vel,3,APL,60,90,14,550.01,36.47,MKD,Sed ante.
001,8b43f349-3b05-4f7e-978f-04121be4dd60,mauris,2,API,6,43,97,81.45,20.26,EUR,Vestibulum ac est lacinia nisi venenatis tristique.
001,068c56db-d58d-411f-b474-94e362f09388,justo,6,%NT,80,48,21,733.93,39.72,BRL,Praesent blandit.
001,7c7e8b85-572d-4c39-9213-09521981a817,massa,3,ADV,5,43,69,692.73,14.48,UYU,In eleifend quam a odio.
001,0af01855-75e7-4281-981d-16d548a328b8,elit,1,API,40,82,97,252.13,17.91,EUR,Nunc nisl.
001,5c903525-7230-4765-9d0c-cadb9cc011bb,amet,6,%,21,79,59,972.94,29.39,CNY,Morbi a ipsum.
001,aa793f04-d703-4a3d-8a6c-ebcc5cff39e9,mauris,1,APL,13,28,2,375.86,27.55,XOF,Morbi porttitor lorem id ligula.
001,4f0ce8af-576e-4c8b-902e-33eab1bb8f9c,cubilia,6,ADV,19,36,36,940.97,22.01,MMK,Donec vitae nisi.
001,e8ff332f-0d25-4fee-90b3-efde19bc876d,at,5,%,10,39,6,682.42,24.69,LTL,Nunc rhoncus dui vel sem.
001,51f1c043-ad10-4912-94d8-eb65c318c967,metus,1,DY,86,26,37,494.07,36.38,NGN,Nullam varius.
001,e1308ee4-3066-41e3-921a-e5a11aed2c44,nulla,6,DY,99,49,20,531.89,31.07,ANG,Duis consequat dui nec nisi volutpat eleifend.
001,7d25e1e3-9cf2-480c-8e7d-8ac45cf3f661,quisque,4,DY,76,10,4,466.25,21.41,IDR,Mauris lacinia sapien quis libero.
001,c9dcc84b-b5ed-4f20-9107-3c32d997e853,pellentesque,1,%,14,34,40,849.86,3.58,BDT,Maecenas ut massa quis augue luctus tincidunt.
001,fadb6e6b-2e03-48c5-bbc1-b3e4d34f40a7,consectetuer,1,%,57,92,78,490.17,19.27,EUR,Morbi a ipsum.
001,286bb954-a4c8-44c6-99f2-10e37b07ce93,faucibus,1,%NT,72,90,47,820.82,5.81,ETB,Morbi porttitor lorem id ligula.
001,e752571b-92b4-4956-9fea-edec7ad1099b,vulputate,4,%,63,64,37,225.35,11.28,CNY,Curabitur at ipsum ac tellus semper interdum.
001,752768fa-0b06-4e6d-ad72-cd6d04f5cd7c,in,3,AUS,74,75,59,594.38,2.7,CNY,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl."
001,b2d03e1d-7e08-4915-8161-85a8b16bc9d6,fusce,5,ADV,9,72,97,623.76,24.04,CRC,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit."
001,fcda5aa7-12da-46bb-b3d9-329db67fe87b,diam,3,%NT,23,8,79,344.53,18.01,EUR,Nam nulla.
001,08bcbc8f-4001-4541-93a0-37468ce5eeff,proin,5,DY,43,55,82,373.79,25.19,PHP,Morbi non lectus.
001,f538a381-380f-45d5-9129-809d5be002e4,sem,3,ADV,96,55,23,758.02,26.06,KRW,In sagittis dui vel nisl.
001,781ac289-85b5-431d-a9cd-7cf10180fe0f,faucibus,1,API,13,59,99,158.33,26.98,USD,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl."
001,c19174d5-ce13-46fe-999e-2c8e0578799a,et,4,API,19,57,23,526.2,36.54,DKK,Pellentesque viverra pede ac diam.
001,af7c0127-de59-402e-bab2-c62d597c0a14,sagittis,1,API,99,82,59,142.21,13.89,CNY,Aliquam non mauris.
001,73d10fd5-f092-415d-8a92-b6fdd861dcbe,dolor,7,DY,21,100,31,898.39,27.8,JPY,Curabitur in libero ut massa volutpat convallis.
001,33003569-ac62-426a-9f4d-0d50b2e14958,blandit,1,APL,26,29,68,184.93,22.17,PHP,Fusce consequat.
001,e680229c-5e69-4dac-8134-a194b0de1620,semper,4,APL,16,99,80,908.21,12.09,IDR,Praesent id massa id nisl venenatis lacinia.
001,d2be2f91-cea8-4752-b18c-694278b1227c,parturient,7,DY,99,30,74,662.35,12.38,IDR,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo."
001,a64bb750-96ed-4fcb-9554-36955a78e95c,leo,5,%,8,38,48,28.16,26.15,CNY,Aliquam quis turpis eget elit sodales scelerisque.
001,25f1e97a-25d7-4827-bfa2-dc74bd9001d8,turpis,4,API,17,33,88,332.9,16.96,IDR,Praesent lectus.
001,38983502-e664-4d35-84e7-9ded1e7ac982,leo,6,AUS,41,62,58,653.3,27.54,IDR,Donec vitae nisi.
001,5ceb2510-1717-4e54-b10c-575bf799b291,justo,6,API,47,99,71,930.22,12.26,IDR,Aliquam quis turpis eget elit sodales scelerisque.
001,459cf18e-8737-4a50-b200-165bf1374c51,nulla,4,DY,46,89,5,338.04,30.4,PLN,Praesent id massa id nisl venenatis lacinia.
001,88ba92c0-5159-496a-acfc-9b8e3c68599d,aliquet,7,APL,15,36,83,206.44,3.0,MNT,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede."
001,bae426b0-5734-414b-9e82-3794b4f9d746,etiam,7,AUS,42,60,12,168.74,28.39,BRL,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo."
001,01508ed8-39c3-4551-a1b7-51d0f4f7a63f,purus,6,%NT,6,1,93,879.86,17.59,EUR,Vestibulum sed magna at nunc commodo placerat.
