mandt,id,prodUUID,description,toCountry_code,status
001,e8cd2c2c-be9f-4260-a3db-a850abb042c3,b3f23fed-1de5-42e8-8f6a-e02a24fbba99,Duis at velit eu est congue elementum.,HR,AFSI^E
001,2effdf21-8a1c-4b10-979c-576815bd893d,e31188b1-bb51-42cd-91a2-ce772d031e32,Duis aliquam convallis nunc.,CN,LN
001,9f2227b5-d12a-464a-9e58-b2e541a0f140,9ac956f8-7a88-412d-98b9-107712681017,Maecenas pulvinar lobortis est.,CN,CHK^D
001,f3e88169-c4fc-489d-9683-d2080c81ad67,984a8889-fcaf-4ee5-be00-e4b37c2059ac,Sed accumsan felis.,ID,NWPX
001,9b4e0afe-b98c-492f-a832-886769433af1,6db75bc4-ba7b-4089-a7e5-fc555bfc4dbc,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",CU,HOFT
001,c8272564-ba90-4706-84e3-ee5fb133e50d,fe3c3382-9eb0-4a90-9f2d-5a4cafae473c,Cras in purus eu magna vulputate luctus.,PH,GRBK
001,64c3d5b8-859e-4439-8dd9-312d3f92db00,1408b998-39b5-44cf-a732-7577dd0bacfb,Pellentesque eget nunc.,CZ,KBSF
001,819744f7-18ba-4868-a775-2e2efdc34702,5c4d2447-ca22-4f93-9b92-636a7afb934b,Maecenas tincidunt lacus at velit.,BR,FFBCW
001,8f76f784-c060-4c7c-85aa-ad4b5cffdbe5,050a65c2-edc3-40e4-8e8d-6b430b21a5b7,Nulla justo.,CN,GRFS
001,6002d502-d71c-4802-9419-7e767a0da9d4,7a39e594-df00-418b-8805-b5bf75c0d313,Praesent lectus.,CN,AVY
001,ad221cc9-328a-4ac7-8096-57d61b148a5c,9961490c-2db1-4594-a4fc-97d714545a2e,Duis consequat dui nec nisi volutpat eleifend.,CN,NWN
001,9f45dffa-baf7-4a86-8dd5-17cf1af5ad8c,2556d90d-2b33-49c2-a239-daf0667474f5,Proin risus.,CN,NDRA
001,63b0f210-55b7-4410-b996-815cc8024f39,89a117e1-3bd5-4942-8633-87fd578fec9f,Suspendisse potenti.,GT,ASET
001,3096c0a9-c2d4-4f6b-8927-402ec6627178,2788d812-70c2-45c6-b79d-a0be83e034d7,Integer non velit.,CN,IRS
001,b8b23d12-5049-4e1b-851b-1e2b11a5159a,7806d4f0-c460-4b93-ac09-8c2a2d0ebdc7,Vestibulum rutrum rutrum neque.,BR,AGRX
001,ac032b59-fd5c-4f8b-8f02-a335284fe8bb,b41e82d7-cb84-4726-92b8-8bbf23a9586a,Nulla ut erat id mauris vulputate elementum.,BG,MSB
001,29c722a4-b633-4240-b55d-08de608935ce,e6cd12ac-00a3-4c8d-94bd-31289a627146,Suspendisse potenti.,CN,PAAS
001,7a4fd17d-d463-4553-bac0-8362dfa7853f,a1de31d6-e0a8-4355-ad7f-890772af1629,Etiam justo.,ID,KEQU
001,6f7e4934-95a1-4851-aedb-09f9c5c64ef9,b17fc0cd-162f-4d97-b220-006321ea1e74,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",AF,JASNW
001,c52acb4b-1566-4833-986c-7c7419a2ff36,5ad547f3-d7fa-4c00-9c8f-6f1f206c405e,Suspendisse potenti.,ID,CVI
001,01bd115f-aeef-40eb-ac5f-b0fe4586ffcc,40d934a4-1ff3-4c8b-9f3e-ff4848b84dac,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",ZA,MCBC
001,08a5113a-f9e7-4028-96a9-aa0004bcf277,dc5a5121-2f4d-4451-ba80-86fcfe85947e,Vestibulum sed magna at nunc commodo placerat.,KH,SGMA
001,1bb0ae57-a8b6-4856-805e-3af2add1e746,0a7aaa30-ca4e-49ce-b4a5-4e1f077d60ba,Nunc rhoncus dui vel sem.,US,HDS
001,101f08fe-4294-4d59-b675-0b20eb4a3fa2,c0332bf9-a4a9-46af-8262-fe742ba81364,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",CN,NL
001,1a7fda44-5ab0-49c8-899f-6b0581394089,78dbdfdd-50c7-4651-9b88-a438eddae204,In sagittis dui vel nisl.,CN,SB
001,57f4513f-7d09-4b38-8b77-e56de2de87fd,84d9ed21-061b-4aad-b399-851f83013f13,Integer tincidunt ante vel ipsum.,CN,INNL
001,12491028-f9ab-4779-82c0-77b194e21c0f,9bb991c3-849c-41fe-86ac-40daac1dc819,Curabitur at ipsum ac tellus semper interdum.,PT,HBANP
001,b5c10213-beca-460a-be94-1cfc8f24fbdd,0390a10b-3c3d-4e0b-a0f7-f9b7fb12083f,Aliquam sit amet diam in magna bibendum imperdiet.,ML,OPTT
001,3a377a8b-85df-4810-964d-71f21a8c413d,e03f224c-b006-4047-b451-9ab0e9e740b4,Aliquam sit amet diam in magna bibendum imperdiet.,FR,OME
001,61ec7ec6-5170-48e8-96fe-4cfbafb2167c,cb1db3b4-1d2f-4cc3-a377-8044bb2bb551,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",PY,MSTR
001,f4549097-33a5-4b00-bc89-6e82fd1aef98,cd0919c1-c952-41c5-a763-770823abb409,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",CN,BMCH
001,ee744b6f-5d67-43a7-9798-d14ca6264f5a,421d8af5-6cfe-44ee-ab0d-8951cc0f9cdd,Morbi a ipsum.,PE,JVA
001,5832e1c9-a6b3-49b2-bebb-f22bae1e50e4,cee72485-1e8f-46bb-82b8-7ddcb52728fa,In eleifend quam a odio.,CN,HNP
001,04783244-0a56-41d4-9a43-f5e15959bdce,89fe6414-3941-4224-8a16-cbce772ae8fa,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",IE,LCA
001,bdaaf436-8a08-414c-8891-c4c62c843dac,06a8c15a-b4f8-4b4a-b2ae-a88d09f35a39,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",JP,SKM
001,2dd79984-c3a3-4fe3-9dc3-72f831e709aa,39288a4f-8130-4b41-9f92-454a1b2dfe30,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",PT,ERIC
001,53cf1eeb-b70b-4565-ac3b-2daacb2702a3,c62087f2-a946-42dc-b671-3ff84875c7ba,Praesent blandit lacinia erat.,KZ,MDU
001,05476da6-a515-4984-9a8a-b7c002ddfcf2,4b529e7e-c490-4092-a2ac-49ffb0a10626,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",SO,BSFT
001,36979a7d-eed2-4689-bf57-9d57f6aaede9,033519fe-87ad-47bb-808d-dd389bf0c5c5,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",PL,MCHP
001,790edfc2-10bc-40ea-962c-eca57688e9f7,efe7ef3b-69fe-48a2-b842-1c3b5a81b2e2,Proin eu mi.,CG,DYN^A
001,9f8d7b23-b67f-4d45-9907-5fd435b9a202,d4833475-34a3-49fa-8be7-57abf2f571e7,Vivamus vestibulum sagittis sapien.,ID,TPL
001,20a8deda-5e88-4e4c-b6a4-eb64e7e0ab89,8aca96f1-4551-4a22-9cdd-f9654d7b7bed,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",RS,MDLZ
001,97082660-8e02-4743-9568-e9bcadab3350,5c763d9c-2286-4793-af9b-bcee4620004b,Nulla ac enim.,IS,GSUM
001,3c107132-5a0f-4a8d-b8d3-5956fdad3b5d,84a4cd71-c40a-4bad-a88f-e6fad81b425a,Donec quis orci eget orci vehicula condimentum.,BR,JLS
001,8915ad28-a9eb-4ccb-9855-7f7d79d61c0a,05b706ef-5539-474a-b7d6-d2f5dfd11a73,Curabitur convallis.,CN,GUT^A
001,680eb09f-1aa6-4136-8333-4dce6f7f67e0,83e511c9-8dcb-4dd5-b8a3-cda618e368cc,Etiam justo.,PL,FKLYU
001,fda6b2e9-c704-4f55-a297-5c3db6751f8a,321334a5-836a-4a00-b658-14aa17e7d1c3,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",TH,SRDX
001,0ace212a-ef66-4530-8212-003c1b0c1ff0,d198d482-0871-4fa2-8da9-a7c6aed3bd0e,Proin eu mi.,SN,HSGX
001,7558c957-1a45-4662-9750-744c56a82b10,bf58803f-17ff-41fd-b671-806a79b3ea3c,Phasellus in felis.,HN,OTTW
001,fde5bd9d-2cc5-4ad3-84eb-6f08a8f7240d,91392fbf-8337-48ca-8365-e88412a9394a,Duis aliquam convallis nunc.,PH,BVSN
001,b547cff2-84a5-4862-9eae-8d0c477807a4,f1314158-68ae-4d25-81c1-676cb1afc640,Aenean auctor gravida sem.,JP,SSB
001,0e809735-3ca6-4300-b95d-8915eaf62d11,95c431c8-e40e-4510-96d5-db0afdc5840f,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",CN,MHI
001,f064d6f0-a77b-4a9a-a0a4-5363e05f4751,7df47cbc-4cca-44a3-aaf3-612c6534f540,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",CN,EFOI
001,664b1b5d-70ee-4b5d-8c28-745f7cebb6e4,6936b7d4-3603-4c74-bff6-0125a9884ba9,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",MZ,SRI
001,671ac00b-48e6-44fb-b657-2afe950c673a,6026b340-9ed3-41f4-9405-e9e6edc7e97f,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",NO,HYLS
001,8b542a76-10d6-4dc8-a1af-232c643ddbf9,593b999c-d24a-4421-999d-403a9e3625c2,Etiam pretium iaculis justo.,CN,TRQ
001,a32098a1-e4ae-40b9-a600-0cf74237a102,3a9c0f36-1b9b-414e-91c7-3f9ea4631d01,Nulla facilisi.,RU,SLNO
001,ac4a2cfa-ede7-419a-a5fc-48f30541c046,a3ac7f2c-342b-4f1a-b88d-a3d80e821177,Etiam vel augue.,PE,ESGG
001,5095c480-bc7c-4f62-b14a-0de2cce08050,3e7706d9-f2fb-4b0b-9ee3-c136c253d140,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",JO,PSA^U
001,e9688161-316d-4056-a4c4-5208d04a8e8c,b30f7716-02ac-41c7-9190-89c7cdf9b2cd,Maecenas tincidunt lacus at velit.,KW,ACIW
001,a3a540c0-998e-48c5-be87-b2e3e050b41f,4c47d1a8-ebac-4eaf-bae0-bf916ce162bc,Nulla mollis molestie lorem.,JP,TEP
001,9af9d768-fe4e-4a67-b9b7-72aaec2d6262,39b31a45-49c7-4573-b34b-3c3df76a2541,Aliquam erat volutpat.,CN,PAACR
001,e1f36f0f-a7c8-4fa1-9278-1f81730fabbf,4b07d379-b90d-4bb6-93d2-ae3b7c525d39,Integer ac neque.,CN,TOWR
001,7fa9f3a2-3a9f-407d-9a8e-27c5ab4cf3b0,f7e821a6-6820-427a-91c6-f0d07fe24c8f,Nulla tempus.,PL,LMIA
001,47b9aff7-f3e6-433b-be7d-d687b09fadd9,3656f056-9777-4c49-a373-dbaf768af486,Duis consequat dui nec nisi volutpat eleifend.,UA,PMC
001,73c04953-c253-42e4-80ed-162494df51e0,945c4df8-e76a-4192-a873-afbb9d7d6764,Nunc purus.,JP,NUS
001,7d0b5f84-87c5-486e-8a3c-a081a8e9d6bf,b058a815-8771-4835-9ff4-cdbf87f13ebd,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",BR,CYCC
001,7bd3fff8-63bd-46e9-a123-4f6cd3f76f8c,fb9a7cd5-7600-4dd9-98c5-fa4abbc053fd,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",EC,CCU
001,3a6fe0ba-fbe7-4f52-bdee-130385211104,ab0786f5-cca5-44d0-a8e2-f934f74eb31c,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",TH,CBS
001,76de37d2-84c1-47bd-8ae7-afeafe1fa2f1,180b0cdc-f3e9-4e51-bc04-e6a33c1aa527,Vivamus vel nulla eget eros elementum pellentesque.,CO,CARB
001,1573363e-3642-47c2-8212-b304c62f26c0,2a0c776e-cdb3-4ad8-ab20-34c0799eb3b4,Pellentesque ultrices mattis odio.,VN,SNE
001,55a66cd7-7d66-49ee-8c11-fc1684be1343,b0be3a41-5ab7-4f3a-95f1-e5831e133f80,Proin at turpis a pede posuere nonummy.,ID,WGO
001,5ba83545-5026-4d03-bf1f-d2b3fa64288d,eb2dc285-dc1c-49ad-9893-55fa28ef717c,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",FR,KAACU
001,34498e26-5cc7-4fa7-a6d6-599fbe4472c3,072ac40b-d2f1-4d60-9f1c-904da4b4321b,Quisque id justo sit amet sapien dignissim vestibulum.,BR,APC
001,45740a73-be8d-429f-9079-fce8dc49f70e,28647be1-fc4f-4983-9b54-95f218a78cfb,Vestibulum rutrum rutrum neque.,LU,AVGR
001,989d3371-7552-4e54-a081-43d7c62c3937,0351f85f-b137-4fb9-9f38-61ddf3d73ddd,Mauris lacinia sapien quis libero.,PL,VEAC
001,624f3c79-7b22-4e30-9207-a9f3da06c986,67138b8e-b41a-4f9a-a425-aeeca80f3d21,Nulla tempus.,CN,FSCE
001,ea2a3571-c0d5-4839-a5bd-22ba86eed406,9df329c2-4385-4867-a8c0-fabc7d961bbe,Mauris ullamcorper purus sit amet nulla.,ID,ESIO
001,57007a62-0b04-431e-9fe7-cd9a36eacf87,0d7f9a13-5912-4a06-b91c-147144946f40,Suspendisse ornare consequat lectus.,JP,HOFT
001,5a85e1ba-5605-45a0-996a-a9d9fe6b491b,b323aa4b-1b6f-4011-81ae-89e4a351554f,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",ID,AAPL
001,66a5805e-9512-416f-843b-bcc87d2fde55,9933ec8d-6104-4685-972d-7a7d21fae0f2,Sed sagittis.,YT,NXTD
001,f23bc67b-b3fa-4d60-b676-7d65468a9358,ae422485-0f74-4604-930b-9681497d8534,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",BR,AMAT
001,4443a7f6-ce37-4578-912f-32a767d60021,94688958-587b-4f17-a3eb-4c5462909599,Nunc nisl.,CO,SNDE
001,307b7360-d352-4e0a-829e-b8869f8e793f,18afde77-296b-44a2-a23a-48f7d820e37b,Duis bibendum.,HU,TSE
001,62a94ba0-b783-494f-91ff-fc1ac59160f3,b1ff8404-7a59-4186-9de8-866d9b2e7933,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",CN,PVAC
001,b3c4fe29-6f7e-4b16-add1-78aca353d609,bddfde31-35e1-4180-a3bb-3aa6501ac546,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",BJ,GPIAU
001,8da5eb17-d829-4345-b419-87a855b9fc40,e69aeb72-5952-44bc-9e22-6a845fa03dce,Duis mattis egestas metus.,CN,LEN.B
001,10e0a397-2320-47dd-8f52-4c228a77ccc7,9b37726c-d934-4d67-b758-7bcfb356d4da,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",UA,LSTR
001,6e2a547e-f8fb-4473-a0b7-a6f8c0a2567a,df79ae52-258c-4563-92de-d2c5a0542384,Nulla mollis molestie lorem.,CA,VRSN
001,31bb2ea4-f277-40d6-a6cb-1f02af70900e,f0904f6f-0f47-454e-a7ac-6b57f6642415,Etiam vel augue.,TH,FPT
001,3db3cfac-a504-4def-ab52-f22071cd8ff0,95039364-17d5-4294-aebd-2f0768de4e6e,Donec posuere metus vitae ipsum.,TZ,HTZ
001,2575b4b5-5379-4c37-9315-ca006940f47a,957c67e7-da30-4978-8087-9173626cf312,Nulla ut erat id mauris vulputate elementum.,ZA,VIVO
001,1fd95593-0dcb-4993-a2c5-5159def28a4b,8bc224fe-eb70-4154-af3c-03d85fcbfd0c,Vestibulum sed magna at nunc commodo placerat.,FR,TPIC
001,c7dc17e4-a049-4ae2-856f-2ee148e70a0d,92d5a454-ceed-4dd6-9a02-251684b2d45b,Nulla nisl.,GR,CYS^A
001,b446764d-81a7-461a-9658-9849b93e0346,785098f4-f0a4-4d35-8c9b-180fd0186cba,Maecenas tincidunt lacus at velit.,CN,TEDU
001,3cf37e12-a4d2-485f-af2b-ae0c5e74a3ec,83afb6ee-89bf-4cd2-a2e7-d201161a9e87,Maecenas pulvinar lobortis est.,RU,FCT
001,0e345312-678c-42ac-bf71-adb75c90df81,ce71f4f2-fe2a-489c-8eee-a2d709f70234,Aliquam sit amet diam in magna bibendum imperdiet.,CA,AXDX
001,9d361a0b-e46d-4719-87ea-a6adc5261461,b1e08bfa-90eb-46f9-98de-6b19ee513790,Etiam justo.,JP,MDC
001,c3f5f302-d5ac-4d12-8cff-185c5ed95a08,9a30aa7d-8c12-4f5b-ae29-e19cda40caf8,Nam dui.,PH,LMNX
001,22b389e3-b0f7-4bcc-b804-b3c9d1b9a334,fc2f5a53-b2b5-4d9c-8dbb-8c52de35e5ac,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",UA,SBBX
001,ba984401-ddf9-4958-8ec8-65568361795f,d779c039-280e-4998-836d-0400fe50da18,Proin eu mi.,BR,SYNC
001,75a3cc9c-ffb6-462e-911a-ec5ad032e3f9,6c7c71ad-af5c-46d1-993d-be58020dd5b5,Pellentesque eget nunc.,CR,F
001,98c9a373-2c2a-4d9c-b66a-7cd919b1917e,a54c57c7-15ec-45a6-a8be-20aab6f663a1,Nulla ut erat id mauris vulputate elementum.,ID,NVS
001,be27783b-da40-4333-acba-7cd57ce20a5b,6a2e9146-8800-4260-9daf-f1d0ecf45f60,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",FI,CBPO
001,46225d5b-5df3-48ef-b408-7cf7f53d0587,957fdf2d-be24-4b33-a6e6-ac652fc8764f,Sed ante.,CN,CTWS
001,593d3495-442e-4dbf-9f19-588e45eae5f7,9b80c3f4-0f16-4a0c-a060-c57eb31cae08,In sagittis dui vel nisl.,UA,LVS
001,732a5709-072e-4234-971c-bef7956706b2,80910cf8-0503-45b8-b175-69011f43a358,Aliquam quis turpis eget elit sodales scelerisque.,SE,GBAB
001,81298e8e-6282-4eb1-b50a-02e8491dec4c,9f6ce9fc-733f-415c-8442-54cabc7b1e0c,Nam tristique tortor eu pede.,CN,FSIC
001,2c0190da-cc74-40ce-96aa-1edf16fe4ba1,c67c294a-130a-4001-9a1e-a46756526bc3,Morbi non quam nec dui luctus rutrum.,TZ,SRPT
001,3f3fcf0d-41cf-437d-a100-8d84128cfca1,11ca5150-051b-4f7e-b310-90d3729cdf20,Quisque id justo sit amet sapien dignissim vestibulum.,CO,DXTR
001,626cff5e-9d4a-41df-b597-1e4145a1d7ff,43040f9f-b818-49c1-83c8-fc678aa629b5,Duis bibendum.,TD,MYOV
001,3f082484-6419-4244-b998-087f980ae519,6de6948b-0fb7-4e8a-b607-ab3383deec6d,Maecenas tincidunt lacus at velit.,MK,PSA^B
001,ab0509ad-00b7-4fbc-9e1c-74aa3a00081d,e2941a87-3034-4c97-956e-c6f28e36faa4,Nunc rhoncus dui vel sem.,PL,HGV
001,70945d54-98d9-4416-bf12-2c719d77268b,c005575a-b896-495a-bb5f-1cf02ed3ab0c,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",AR,SCHW^D
001,397de550-0bd4-4d6f-bfc0-f39e0fad8ddf,10619a04-afd7-4ea0-959e-103f49dd74fa,Nulla tellus.,RU,INFY
001,17933198-f556-4838-b851-bb134a38cd73,df6abd75-8360-4dbf-9d02-96a18c6e3e5c,Integer ac leo.,DO,RESI
001,caa51fb1-e31b-4528-9d21-a349db4cf7ec,ec5a630d-2b41-4adc-b277-ea86421ab7fd,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,ID,EXTN
001,d761e661-0484-494a-949f-3a4f241238e6,f44b752c-6cb2-458c-8e36-b215e6675430,Fusce consequat.,PH,INSM
001,9bcc1531-fb74-47f4-9cb3-99c2ddb5d6df,647cdc27-1808-4f58-88ee-92954cc2d8b3,Etiam pretium iaculis justo.,UA,EOG
001,b76029f1-33fc-4f3e-baba-c7df976b76ee,c5dabd1b-0ee4-48cc-8aa6-513000222adf,Maecenas rhoncus aliquam lacus.,CN,NMM
001,c5622359-f151-4646-9222-7ed6e2103c9e,0af2e841-998a-4929-8308-54ce2cf2a0c0,Pellentesque ultrices mattis odio.,CN,UTX
001,eb7a8be3-8c3b-4048-b951-72136a48bd28,3f21daf0-3250-468c-951f-640314a67112,Aenean lectus.,NI,DIS
001,4bafa4ec-e8ff-420a-94e1-4a1a9331bb7f,f449372e-1067-4e09-977d-2302b249b566,Proin at turpis a pede posuere nonummy.,FR,OME
001,6f489dae-586b-48f5-89e7-24c7b939ef29,88f56189-1528-4e32-a8de-2008ec594a0b,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",CN,IOTS
001,0ebee26b-490f-440a-80f9-7d2ba4c86d04,28c8e66e-d4ff-46a7-a273-9ecbad47046b,Duis bibendum.,ID,SPB
001,84d969de-4716-4cbe-ad53-89d72a846212,de16bece-f9ac-4e37-ab26-768a2822f617,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",NG,BEDU
001,359fedb9-8f4f-4713-80ed-541c545cb1b0,43be6281-61da-4158-87cb-a709329d8843,Nam tristique tortor eu pede.,CN,WRB^D
001,fd6e67d6-9be2-4b72-aaf3-a2cf147ef2e0,a0ade85c-c346-4d6e-b609-3567b5b1d1a5,Nullam porttitor lacus at turpis.,IE,EGY
001,6effe726-0070-4e6e-b73c-122cfbd68917,042be338-80a6-4371-88f2-e33c261872a8,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",CD,NS^A
001,8bf7ab06-7561-4594-aeae-8b2fac72f732,8b2a0ad1-7898-4e32-8c47-b05ce14ecdff,Nulla suscipit ligula in lacus.,CN,BOOT
001,65ff95c1-fd10-4991-b3e1-d2727d609def,f30c4a16-2760-428e-8ee8-7520c0173aa6,Integer non velit.,CN,AUDC
001,44377449-1890-4f0b-a0af-1496212ded45,b3373ac8-a4e3-4917-8de1-522ba3d2e12f,Fusce consequat.,CN,CLNS^A.CL
001,5a8723a6-4f11-44aa-afa7-eaae34a1d6a2,058fac78-61db-45dd-b79e-85364b696ca8,Nullam porttitor lacus at turpis.,ID,HLI
001,233e054c-a9dd-47fe-a856-e1517d130f55,d89a6c2c-4171-42f4-9ab1-f87273428b49,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",ID,FAB
001,1709f1dd-6f1a-4421-ad6a-299711f68db9,b0260260-8d0b-4174-9214-f82089cf0960,Vestibulum rutrum rutrum neque.,SE,ZIONW
001,a48910a6-d8e4-46f9-a52b-b4f5f4c120a0,cde9fb7f-32e5-4796-be3a-4e7ef2071f20,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.,UA,VR^A
001,a6ea6b81-b21f-4322-bb67-3146ab46b3a0,84269071-7832-4c3f-9100-4ae5c8a5ac4a,Pellentesque eget nunc.,IR,FWP
001,77aa48af-d49f-4a19-96d3-598195452e31,302b2766-e1e2-4eaa-9228-cbe79ea58f42,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",FR,NPO
001,aee54b40-2f80-47be-baba-92b56d72f6f0,d369c3af-bf02-4e03-ba2a-a582b30218aa,Maecenas pulvinar lobortis est.,CN,RMBS
001,5736545b-3672-4eab-92cd-808378d2b688,77d669fa-f97c-460e-86f3-fee3fc8c943e,Duis at velit eu est congue elementum.,MX,GGB
001,19305dc4-f065-4662-99c5-f980d5c37eed,e5735a3a-6264-4280-bab2-8765abf0598d,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",AR,STLD
001,bdb83adb-ca14-4ba0-9f4a-4432d6616620,827a8311-2bcd-4593-8586-1569fce0ad26,Integer ac leo.,VN,NLY
001,26aa9950-d0f4-419d-9af0-b5d78e51024c,fc07778a-7498-4af8-a987-39eda4f42923,Nullam molestie nibh in lectus.,CN,JMT
001,ea35904b-d1ff-4f62-a130-faa7e5652bb8,5cbccdbf-be55-4b1f-9a5a-c7429b741b54,Cras pellentesque volutpat dui.,HR,SCVL
001,39fe7a67-c620-4b6f-b8b0-38794da071b5,07a4d461-fd95-4591-a686-543acbb87313,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",RU,XONE
001,f8941e09-fe9e-4c9e-ada1-6742af874b67,cf74e21b-7c5c-4088-a05c-abd40a8a67c6,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",RU,ARDM
001,334a0246-4ef4-4e74-9723-a2f5a1933caf,e2bcaf99-0412-412d-aad4-26537bb0df4a,Suspendisse potenti.,PE,LSXMA
001,9dedf5b9-7082-4f63-8faa-c39cccb38d4e,0e359a94-2b2a-4eb9-ad3f-87e702c6ecef,Mauris sit amet eros.,US,EXD
001,ea3b8c92-8d3c-453c-a9c8-f54cce141686,2df9be60-23ea-4d19-a649-37a68a175b4e,Nulla nisl.,RU,HTLF
001,9ebfd9ae-f021-4d8f-8f4e-0b5a3c05d7c2,21e521b9-cad6-4520-a0c2-b073193c3b64,Ut at dolor quis odio consequat varius.,PH,CIG
001,87663e93-20a9-400f-8816-879083e67979,53ff0df5-907c-4be5-88ae-9fada3f0e78d,Nulla ut erat id mauris vulputate elementum.,SE,AVID
001,0c51d8c8-0c0c-4de6-bba0-0b3dc162cb51,d6aa6db4-91be-4370-b510-fa17a099e0c8,Nulla nisl.,FI,PULM
001,b4618da5-c6c0-44d8-8313-3c669a24d759,dded91a3-a7e4-471a-b505-8aa1d2be3e80,Fusce posuere felis sed lacus.,CN,USG
001,7317d4f0-9347-4a69-aacf-f83156bf925d,f70fd5f2-e948-40e1-91ce-cc3d411f46f8,Curabitur convallis.,PA,JHA
001,e2b16f6e-d8f6-4e1e-999c-2c592d8914fd,e0cd4b1b-d1a1-441d-aaf8-ad56a2a508ff,In sagittis dui vel nisl.,TN,GBCI
001,bd4514a9-4942-4c41-8bc6-f3d400e70360,a75a9b92-fb43-4ce4-8b87-22b82fb9a519,Aliquam quis turpis eget elit sodales scelerisque.,PT,JTA
001,27b8c127-43a4-47e0-a6e6-8695ee2a726d,5a1710cf-c32a-40aa-881f-93840931a327,Morbi vel lectus in quam fringilla rhoncus.,CN,MRUS
001,0656335c-9705-427e-b53b-84cb65b0be24,227fa5d1-e626-459f-b6f3-1560f6f032f7,Integer tincidunt ante vel ipsum.,TH,TY^
001,401858bf-eadc-4f1d-bef1-0bbe6969ef3b,2529a628-04f9-4dae-92f2-a7e99382fa14,Duis consequat dui nec nisi volutpat eleifend.,CN,STLRU
001,d2c33cff-c891-4002-a141-1d32b012f148,a8587ece-4ea1-48c1-ae3c-3d6bdfd8a4a3,Cras in purus eu magna vulputate luctus.,PL,ABR
001,c4a293cb-de21-4950-8f11-4bc37b5efef8,88767cbf-6141-4097-a410-6162343b5005,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",PH,HBK
001,7d76ccb1-8bf5-4b17-8eca-e2dab6e875e4,a9c2ad81-7b57-4910-9734-ef90e63c78a9,Quisque porta volutpat erat.,PH,HYND
001,fc71e688-3435-4301-a428-af414b97ffec,b9ca1d8c-cb7b-4f69-82d3-fcd33c92d5c0,Vivamus vestibulum sagittis sapien.,CA,NNN
